No,Sub Portfolio Name,Floor Cd,Floor Name,Lot No,Net Area (Lot Master),GFA,NLA,Contract Amt,Rental Base,Base Rental Rate,Rental Rate,Service Charge Rate
222,CITIMALL SUKABUMI,30,3,3-0320,0,Y,Y,,,,0,0.00
222,CITIMALL SUKABUMI,30,3,3-0330,0,Y,Y,,,,0,0.00
222,CITIMALL SUKABUMI,30,3,3-0340,0,Y,Y,,,,0,0.00
222,CITIMALL SUKABUMI,30,3,3-0350,0,Y,Y,,,,0,0.00
222,CITIMALL SUKABUMI,30,3,3-0360,0,Y,Y,,,,0,0.00
222,CITIMALL SUKABUMI,30,3,3-0370,0,Y,Y,,,,0,0.00
222,CITIMALL SUKABUMI,30,3,3-0380,6,Y,Y,"32,832,000.00",Full Rental,"480,000.00",480000,"92,500.00"
222,CITIMALL SUKABUMI,30,3,3-0390,6,Y,Y,"3,248,732.98",Full Rental,"580,130.89",580131,0.00
222,CITIMALL SUKABUMI,30,3,3-0400,0,Y,Y,,,,0,0.00
222,CITIMALL SUKABUMI,30,3,3-0420,0,Y,Y,,,,0,0.00
222,CITIMALL SUKABUMI,30,3,3-0460,30,Y,Y,,,,0,0.00
222,CITIMALL SUKABUMI,30,3,3-0470,0,Y,Y,,,,0,0.00
222,CITIMALL SUKABUMI,30,3,3-0480,0,Y,Y,,,,0,0.00
222,CITIMALL SUKABUMI,30,3,3-0481,0,Y,Y,,,,0,0.00
222,CITIMALL SUKABUMI,30,3,3-0482,0,Y,Y,,,,0,0.00
222,CITIMALL SUKABUMI,30,3,3-0483,0,Y,Y,,,,0,0.00
222,CITIMALL SUKABUMI,30,3,3-0484,0,Y,Y,,,,0,0.00
222,CITIMALL SUKABUMI,30,3,3-0485,0,Y,Y,,,,0,0.00
222,CITIMALL SUKABUMI,30,3,3-0490,0,Y,Y,,,,0,0.00
222,CITIMALL SUKABUMI,30,3,3-0491,0,Y,Y,,,,0,0.00
222,CITIMALL SUKABUMI,30,3,3-0500,0,Y,Y,,,,0,0.00
222,CITIMALL SUKABUMI,30,3,3-0510,0,Y,Y,,,,0,0.00
222,CITIMALL SUKABUMI,30,3,3-0520,0,Y,Y,,,,0,0.00
222,CITIMALL SUKABUMI,30,3,3-0530,0,Y,Y,,,,0,0.00
222,CITIMALL SUKABUMI,30,3,3-0540,0,Y,Y,,,,0,0.00
222,CITIMALL SUKABUMI,30,3,3-0550,0,Y,Y,,,,0,0.00
222,CITIMALL SUKABUMI,30,3,3-0560,0,Y,Y,,,,0,0.00
222,CITIMALL SUKABUMI,30,3,3-0570,0,Y,Y,,,,0,0.00
222,CITIMALL SUKABUMI,30,3,3-0580,0,Y,Y,,,,0,0.00
222,CITIMALL SUKABUMI,30,3,3-0590A,4,Y,Y,"1,636,364.00",Full Rental,"409,091.00",409091,0.00
222,CITIMALL SUKABUMI,30,3,3-0590B,4,Y,Y,,,,0,0.00
222,CITIMALL SUKABUMI,30,3,3-0590C,4,Y,Y,"1,636,364.00",Full Rental,"409,091.00",409091,0.00
222,CITIMALL SUKABUMI,30,3,3-0590D,4,Y,Y,"1,636,364.00",Full Rental,"409,091.00",409091,0.00
222,CITIMALL SUKABUMI,30,3,3-0590E,4,Y,Y,"1,636,364.00",Full Rental,"409,091.00",409091,0.00
222,CITIMALL SUKABUMI,30,3,3-0590F,4,Y,Y,"1,636,364.00",Full Rental,"409,091.00",409091,0.00
222,CITIMALL SUKABUMI,30,3,3-0590G,4,Y,Y,"1,636,364.00",Full Rental,"409,091.00",409091,0.00
222,CITIMALL SUKABUMI,30,3,3-0590H,4,Y,Y,,,,0,0.00
222,CITIMALL SUKABUMI,30,3,3-0590I,4,Y,Y,"1,636,364.00",Full Rental,"409,091.00",409091,0.00
222,CITIMALL SUKABUMI,30,3,3-0590J,4,Y,Y,,,,0,0.00
222,CITIMALL SUKABUMI,40,4,4-0010,850,Y,Y,"1,483,636,308.00",Full Rental,"29,090.91",29091,"11,818.18"
222,CITIMALL SUKABUMI,40,4,4-0020,804,Y,Y,"1,157,054,400.00",Full Rental,"40,000.00",40000,"38,500.00"
222,CITIMALL SUKABUMI,40,4,4-0030,1003,Y,Y,"3,714,979,062.88",Full Rental,"50,000.00",50000,"36,750.00"
222,CITIMALL SUKABUMI,40,4,4-0040,27,Y,Y,"146,610,000.00",Full Rental,"150,000.00",150000,"102,000.00"
222,CITIMALL SUKABUMI,40,4,4-0050,0,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,-10,LG,LG-0010,5716,Y,Y,"42,732,172,800.00",Full Rental,"48,000.00",55000,"37,333.33"
333,THE PARK SAWANGAN,-10,LG,LG-0020,39,Y,Y,"655,200,000.00",Full Rental,"280,000.00",280000,"130,000.00"
333,THE PARK SAWANGAN,-10,LG,LG-0030,15,Y,Y,"216,000,000.00",Full Rental,"400,000.00",400000,"130,000.00"
333,THE PARK SAWANGAN,-10,LG,LG-0080,261,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,-10,LG,LG-0090,17,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,-10,LG,LG-0100,18,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,-10,LG,LG-0105,29,Y,Y,"200,100,000.00",Full Rental,"287,500.00",275000,"39,000.00"
333,THE PARK SAWANGAN,-10,LG,LG-0110,188,Y,Y,"2,252,400,000.00",Full Rental,"200,000.00",200000,"130,000.00"
333,THE PARK SAWANGAN,-10,LG,LG-0130,199,Y,Y,"2,527,464,000.00",Full Rental,"212,000.00",200000,"130,000.00"
333,THE PARK SAWANGAN,-10,LG,LG-0150,100,Y,Y,"931,881,600.00",Full Rental,"260,000.00",260000,"130,000.00"
333,THE PARK SAWANGAN,-10,LG,LG-0160,200,Y,Y,"2,394,480,000.00",Full Rental,"200,000.00",190000,"130,000.00"
333,THE PARK SAWANGAN,-10,LG,LG-0190,50,Y,Y,"507,246,000.00",Full Rental,"170,000.00",170000,"130,000.00"
333,THE PARK SAWANGAN,-10,LG,LG-0210,178,Y,Y,"2,662,500,000.00",Full Rental,"250,000.00",250000,"130,000.00"
333,THE PARK SAWANGAN,-10,LG,LG-0220,35,Y,Y,"525,000,000.00",Full Rental,"250,000.00",250000,"130,000.00"
333,THE PARK SAWANGAN,-10,LG,LG-0230,164,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,-10,LG,LG-0240,23,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,-10,LG,LG-0250,156,Y,Y,"2,099,385,000.00",Full Rental,"225,000.00",225000,"130,000.00"
333,THE PARK SAWANGAN,-10,LG,LG-0260,29,Y,Y,"391,500,000.00",Full Rental,"225,000.00",225000,"130,000.00"
333,THE PARK SAWANGAN,-10,LG,LG-0270,98,Y,Y,"1,239,840,000.00",Full Rental,"210,000.00",200000,"130,000.00"
333,THE PARK SAWANGAN,-10,LG,LG-0290,19,Y,Y,"239,526,000.00",Full Rental,"350,000.00",350000,"130,000.00"
333,THE PARK SAWANGAN,-10,LG,LG-0295,22,Y,Y,"330,450,000.00",Full Rental,"250,000.00",250000,"130,000.00"
333,THE PARK SAWANGAN,-10,LG,LG-0300,25,Y,Y,"163,500,000.00",Full Rental,"272,500.00",260000,"21,666.67"
333,THE PARK SAWANGAN,-10,LG,LG-0305,28,Y,Y,"511,200,000.00",Full Rental,"300,000.00",300000,"130,000.00"
333,THE PARK SAWANGAN,-10,LG,LG-0310,29,Y,Y,"285,219,000.00",Full Rental,"275,000.00",275000,0.00
333,THE PARK SAWANGAN,-10,LG,LG-0315,25,Y,Y,"251,064,000.00",Full Rental,"275,000.00",275000,"130,000.00"
333,THE PARK SAWANGAN,-10,LG,LG-0330,32,Y,Y,"96,000,000.00",Full Rental,"50,000.00",50000,0.00
333,THE PARK SAWANGAN,-10,LG,LG-0340,15,Y,Y,"109,090,908.00",Full Rental,"121,212.12",121212,0.00
333,THE PARK SAWANGAN,-10,LG,LG-0350,16,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,-10,LG,LG-0355,16,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,-10,LG,LG-0360,68,Y,Y,"571,200,000.00",Full Rental,"350,000.00",350000,"130,000.00"
333,THE PARK SAWANGAN,-10,LG,LG-0430,16,Y,Y,"288,000,000.00",Full Rental,"500,000.00",500000,"130,000.00"
333,THE PARK SAWANGAN,-10,LG,LG-0440,15,Y,Y,"270,000,000.00",Full Rental,"500,000.00",500000,"130,000.00"
333,THE PARK SAWANGAN,-10,LG,LG-0450,15,Y,Y,"48,750,000.00",Full Rental,"650,000.00",650000,"69,333.33"
333,THE PARK SAWANGAN,-10,LG,LG-0460,16,Y,Y,"288,000,000.00",Full Rental,"500,000.00",500000,"130,000.00"
333,THE PARK SAWANGAN,-5,LGM,LGM-0010,365,Y,Y,"42,732,172,800.00",Full Rental,"48,000.00",33000,"22,400.00"
333,THE PARK SAWANGAN,0,G,G-0010,3214,Y,Y,"46,938,635,700.00",Full Rental,"59,772.73",0,"30,000.00"
333,THE PARK SAWANGAN,0,G,G-0020,88,Y,Y,"1,589,400,000.00",Full Rental,"300,000.00",275000,"130,000.00"
333,THE PARK SAWANGAN,0,G,G-0030,81,Y,Y,"1,215,750,000.00",Full Rental,"250,000.00",250000,"130,000.00"
333,THE PARK SAWANGAN,0,G,G-0040,39,Y,Y,"729,540,000.00",Full Rental,"315,000.00",315000,"130,000.00"
333,THE PARK SAWANGAN,0,G,G-0050,1773,Y,Y,0.00,Revenue Share,,0,0.00
333,THE PARK SAWANGAN,0,G,G-0060,128,Y,Y,"3,125,760,000.00",Full Rental,"203,500.00",185000,"130,000.00"
333,THE PARK SAWANGAN,0,G,G-0065,74,Y,Y,0.00,Full Rental,0.00,0,0.00
333,THE PARK SAWANGAN,0,G,G-0070,77,Y,Y,"1,880,340,000.00",Full Rental,"203,500.00",185000,"130,000.00"
333,THE PARK SAWANGAN,0,G,G-0080,134,Y,Y,"1,447,200,000.00",Full Rental,"180,000.00",180000,0.00
333,THE PARK SAWANGAN,0,G,G-0090,42,Y,Y,"226,800,000.00",Full Rental,"90,000.00",90000,0.00
333,THE PARK SAWANGAN,0,G,G-0100,186,Y,Y,"2,011,716,000.00",Full Rental,"180,000.00",180000,"130,000.00"
333,THE PARK SAWANGAN,0,G,G-0120,17,Y,Y,"612,000,000.00",Full Rental,"600,000.00",600000,"130,000.00"
333,THE PARK SAWANGAN,0,G,G-0130,107,Y,Y,"1,926,000,000.00",Full Rental,"300,000.00",300000,"130,000.00"
333,THE PARK SAWANGAN,0,G,G-0150,123,Y,Y,"2,207,880,000.00",Full Rental,"300,000.00",300000,"130,000.00"
333,THE PARK SAWANGAN,0,G,G-0170,252,Y,Y,"3,024,960,000.00",Full Rental,"200,000.00",200000,"130,000.00"
333,THE PARK SAWANGAN,0,G,G-0210,256,Y,Y,"3,073,440,000.00",Full Rental,"200,000.00",200000,"130,000.00"
333,THE PARK SAWANGAN,0,G,G-0250,83,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,0,G,G-0260,18,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,0,G,G-0270,19,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,0,G,G-0280,127,Y,Y,"1,676,400,000.00",Full Rental,"220,000.00",220000,0.00
333,THE PARK SAWANGAN,0,G,G-0290,22,Y,Y,"765,600,000.00",Full Rental,"220,000.00",220000,0.00
333,THE PARK SAWANGAN,0,G,G-0300,46,Y,Y,"303,600,000.00",Full Rental,"110,000.00",110000,0.00
333,THE PARK SAWANGAN,0,G,G-0310,136,Y,Y,"1,696,356,000.00",Full Rental,"180,000.00",180000,"130,000.00"
333,THE PARK SAWANGAN,0,G,G-0320,21,Y,Y,"1,696,356,000.00",Full Rental,"180,000.00",180000,"130,000.00"
333,THE PARK SAWANGAN,0,G,G-0330,49,Y,Y,0.00,Full Rental,,0,"65,000.00"
333,THE PARK SAWANGAN,0,G,G-0340,150,Y,Y,"1,841,832,000.00",Full Rental,"180,000.00",180000,"130,000.00"
333,THE PARK SAWANGAN,0,G,G-0350,21,Y,Y,"1,841,832,000.00",Full Rental,"180,000.00",180000,"130,000.00"
333,THE PARK SAWANGAN,0,G,G-0360,58,Y,Y,0.00,Full Rental,0.00,0,"65,000.00"
333,THE PARK SAWANGAN,0,G,G-0370,148,Y,Y,"1,327,680,000.00",Full Rental,"150,000.00",150000,0.00
333,THE PARK SAWANGAN,0,G,G-0380,30,Y,Y,"270,000,000.00",Full Rental,"150,000.00",150000,0.00
333,THE PARK SAWANGAN,0,G,G-0390,46,Y,Y,"207,675,000.00",Full Rental,"75,000.00",75000,0.00
333,THE PARK SAWANGAN,0,G,G-0400,90,Y,Y,"1,628,820,000.00",Full Rental,"300,000.00",300000,"130,000.00"
333,THE PARK SAWANGAN,0,G,G-0420,93,Y,Y,"1,674,000,000.00",Full Rental,"300,000.00",300000,"130,000.00"
333,THE PARK SAWANGAN,0,G,G-0430,90,Y,Y,"1,620,000,000.00",Full Rental,"300,000.00",300000,"130,000.00"
333,THE PARK SAWANGAN,0,G,G-0440,83,Y,Y,"1,496,520,000.00",Full Rental,"300,000.00",300000,"130,000.00"
333,THE PARK SAWANGAN,0,G,G-0450,1,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,0,G,G-0460,1,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,0,G,G-0470,1,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,0,G,G-0480,1,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,0,G,G-0490,1,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,0,G,G-0500,1,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,0,G,G-0510,1,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,0,G,G-0520,0,Y,Y,"765,600,000.00",Full Rental,"220,000.00",0,0.00
333,THE PARK SAWANGAN,10,1,1-0010,2735,Y,Y,"46,938,635,700.00",Full Rental,"59,772.73",0,"30,000.00"
333,THE PARK SAWANGAN,10,1,1-0020,56,Y,Y,"957,600,000.00",Full Rental,"285,000.00",275000,"130,000.00"
333,THE PARK SAWANGAN,10,1,1-0040,2360,Y,Y,0.00,Revenue Share,,0,0.00
333,THE PARK SAWANGAN,10,1,1-0050,404,Y,Y,"3,150,888,000.00",Full Rental,"130,000.00",130000,"100,000.00"
333,THE PARK SAWANGAN,10,1,1-0080,123,Y,Y,"2,029,500,000.00",Full Rental,"275,000.00",275000,"130,000.00"
333,THE PARK SAWANGAN,10,1,1-0085,98,Y,Y,"1,062,216,600.00",Full Rental,"181,000.00",175000,"130,000.00"
333,THE PARK SAWANGAN,10,1,1-0090,0,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,10,1,1-0100,13,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,10,1,1-0110,71,Y,Y,"639,000,000.00",Full Rental,"250,000.00",250000,"130,000.00"
333,THE PARK SAWANGAN,10,1,1-0120,337,Y,Y,"4,243,680,000.00",Full Rental,"210,000.00",210000,"117,000.00"
333,THE PARK SAWANGAN,10,1,1-0160,168,Y,Y,"1,663,200,000.00",Full Rental,"275,000.00",275000,"130,000.00"
333,THE PARK SAWANGAN,10,1,1-0170,0,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,10,1,1-0180,167,Y,Y,"2,004,240,000.00",Full Rental,"200,000.00",200000,"130,000.00"
333,THE PARK SAWANGAN,10,1,1-0190,39,Y,Y,"232,260,000.00",Full Rental,"100,000.00",100000,"65,000.00"
333,THE PARK SAWANGAN,10,1,1-0200,127,Y,Y,"1,524,960,000.00",Full Rental,"200,000.00",200000,"130,000.00"
333,THE PARK SAWANGAN,10,1,1-0210,45,Y,Y,"270,000,000.00",Full Rental,"100,000.00",100000,"65,000.00"
333,THE PARK SAWANGAN,10,1,1-0220,133,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,10,1,1-0230,50,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,10,1,1-0240,147,Y,Y,"1,681,182,000.00",Full Rental,"191,000.00",185000,"130,000.00"
333,THE PARK SAWANGAN,10,1,1-0250,57,Y,Y,"328,902,000.00",Full Rental,"95,500.00",92500,"65,000.00"
333,THE PARK SAWANGAN,10,1,1-0260,144,Y,Y,"1,655,053,200.00",Full Rental,"191,000.00",185000,"130,000.00"
333,THE PARK SAWANGAN,10,1,1-0270,46,Y,Y,"263,866,500.00",Full Rental,"95,500.00",92500,"65,000.00"
333,THE PARK SAWANGAN,10,1,1-0280,39,Y,Y,"365,040,000.00",Full Rental,"260,000.00",260000,"130,000.00"
333,THE PARK SAWANGAN,10,1,1-0290,67,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,10,1,1-0300,97,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,10,1,1-0310,90,Y,Y,"1,447,200,000.00",Full Rental,"268,000.00",260000,"130,000.00"
333,THE PARK SAWANGAN,10,1,1-0320,83,Y,Y,"1,494,000,000.00",Full Rental,"300,000.00",300000,"130,000.00"
333,THE PARK SAWANGAN,20,2,2-0010,503,Y,Y,"1,509,420,000.00",Full Rental,"50,000.00",50000,"40,000.00"
333,THE PARK SAWANGAN,20,2,2-0020,2268,Y,Y,"6,804,000,000.00",Full Rental,"50,000.00",50000,"40,000.00"
333,THE PARK SAWANGAN,20,2,2-0030,0,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,20,2,2-0040,106,Y,Y,"1,390,273,200.00",Full Rental,"218,000.00",210000,"130,000.00"
333,THE PARK SAWANGAN,20,2,2-0050,100,Y,Y,"1,380,000,000.00",Full Rental,"230,000.00",230000,0.00
333,THE PARK SAWANGAN,20,2,2-0060,93,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,20,2,2-0070,1381,Y,Y,"11,089,860,000.00",Full Rental,"50,000.00",50000,"40,000.00"
333,THE PARK SAWANGAN,20,2,2-0090,0,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,20,2,2-0095,727,Y,Y,"2,355,933,600.00",Full Rental,"54,000.00",50000,"75,000.00"
333,THE PARK SAWANGAN,20,2,2-0110,142,Y,Y,"1,772,160,000.00",Full Rental,"208,000.00",200000,"130,000.00"
333,THE PARK SAWANGAN,20,2,2-0120,137,Y,Y,"986,976,000.00",Full Rental,"120,000.00",120000,"130,000.00"
333,THE PARK SAWANGAN,20,2,2-0130,122,Y,Y,"747,802,800.00",Full Rental,"170,000.00",170000,"130,000.00"
333,THE PARK SAWANGAN,20,2,2-0140,122,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,20,2,2-0145,49,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,20,2,2-0150,62,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,20,2,2-0170,70,Y,Y,"604,800,000.00",Full Rental,"240,000.00",240000,"130,000.00"
333,THE PARK SAWANGAN,20,2,2-0175,42,Y,Y,"687,720,000.00",Full Rental,"275,000.00",275000,"130,000.00"
333,THE PARK SAWANGAN,20,2,2-0180,42,Y,Y,"630,000,000.00",Full Rental,"250,000.00",250000,"130,000.00"
333,THE PARK SAWANGAN,20,2,2-0190,169,Y,Y,"1,214,280,000.00",Full Rental,"120,000.00",120000,"130,000.00"
333,THE PARK SAWANGAN,20,2,2-0210,84,Y,Y,"696,099,600.00",Full Rental,"230,000.00",230000,"130,000.00"
333,THE PARK SAWANGAN,20,2,2-0220,84,Y,Y,"1,185,387,000.00",Full Rental,"235,000.00",235000,"130,000.00"
333,THE PARK SAWANGAN,20,2,2-0230,84,Y,Y,"1,260,000,000.00",Full Rental,"250,000.00",250000,"130,000.00"
333,THE PARK SAWANGAN,20,2,2-0240,203,Y,Y,"2,430,120,000.00",Full Rental,"200,000.00",200000,"130,000.00"
333,THE PARK SAWANGAN,20,2,2-0250,169,Y,Y,"2,058,420,000.00",Full Rental,"203,000.00",185000,0.00
333,THE PARK SAWANGAN,20,2,2-0260,180,Y,Y,"1,053,222,307.20",Full Rental,"97,272.00",97272,"130,000.00"
333,THE PARK SAWANGAN,20,2,2-0270,96,Y,Y,"1,155,960,000.00",Full Rental,"200,000.00",200000,0.00
333,THE PARK SAWANGAN,20,2,2-0275,97,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,20,2,2-0280,172,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,20,2,2-0285,13,Y,Y,"296,244,000.00",Full Rental,"650,000.00",650000,"130,000.00"
333,THE PARK SAWANGAN,20,2,2-0290,28,Y,Y,"504,000,000.00",Full Rental,"300,000.00",300000,"130,000.00"
333,THE PARK SAWANGAN,20,2,2-0295,206,Y,Y,"642,314,400.00",Combine,"130,000.00",130000,0.00
333,THE PARK SAWANGAN,30,3,3-0010,2438,Y,Y,"28,522,377,000.00",Full Rental,"48,750.00",37000,0.00
333,THE PARK SAWANGAN,30,3,3-0020,642,Y,Y,"5,558,016,000.00",Full Rental,"80,000.00",80000,0.00
333,THE PARK SAWANGAN,30,3,3-0030,2316,Y,Y,"11,089,860,000.00",Full Rental,"50,000.00",50000,"40,000.00"
333,THE PARK SAWANGAN,30,3,3-0040,425,Y,Y,"1,275,000,000.00",Full Rental,"50,000.00",50000,0.00
333,THE PARK SAWANGAN,30,3,3-0070,13,Y,Y,"101,400,000.00",Full Rental,"650,000.00",650000,"130,000.00"
333,THE PARK SAWANGAN,30,3,3-0110,516,Y,Y,"5,558,016,000.00",Full Rental,"80,000.00",80000,0.00
333,THE PARK SAWANGAN,30,3,3-0120,18,Y,Y,"648,000,000.00",Full Rental,"600,000.00",600000,"130,000.00"
333,THE PARK SAWANGAN,30,3,3-0130,37,Y,Y,"1,104,900,000.00",Full Rental,"500,000.00",500000,0.00
333,THE PARK SAWANGAN,30,3,3-0150,19,Y,Y,"741,000,000.00",Full Rental,"650,000.00",650000,"130,000.00"
333,THE PARK SAWANGAN,30,3,3-0160,17,Y,Y,"408,000,000.00",Full Rental,"400,000.00",400000,"130,000.00"
333,THE PARK SAWANGAN,30,3,3-0170,17,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,30,3,3-0180,23,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,30,3,3-0190,26,Y,Y,"343,200,000.00",Full Rental,"550,000.00",550000,"130,000.00"
333,THE PARK SAWANGAN,30,3,3-0200,36,Y,Y,"1,080,000,000.00",Full Rental,"500,000.00",500000,"130,000.00"
333,THE PARK SAWANGAN,30,3,3-0210,0,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,30,3,3-0220,18,Y,Y,"324,000,000.00",Full Rental,"500,000.00",500000,"130,000.00"
333,THE PARK SAWANGAN,30,3,3-0230,36,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,30,3,3-0250,33,Y,Y,"1,039,500,000.00",Full Rental,"525,000.00",525000,0.00
333,THE PARK SAWANGAN,30,3,3-0270,33,Y,Y,"415,800,000.00",Full Rental,"350,000.00",350000,"130,000.00"
333,THE PARK SAWANGAN,30,3,3-0280,33,Y,Y,,,,0,0.00
333,THE PARK SAWANGAN,30,3,3-0310,33,Y,Y,"417,438,000.00",Full Rental,"350,000.00",350000,"130,000.00"
333,THE PARK SAWANGAN,30,3,3-0320,33,Y,Y,"417,186,000.00",Full Rental,"350,000.00",350000,0.00
